hr,ndcg
0.10099337748344371,0.047622583972934465
0.5586092715231789,0.3132741482740447
0.6172185430463576,0.35123855068091203
0.6448675496688742,0.3711614143655682
0.6579470198675497,0.38133132716357776
0.6650662251655629,0.3882276217829032
0.6728476821192053,0.39657399250804964
0.6778145695364238,0.40127133432658557
0.6768211920529801,0.4010721153676569
0.6812913907284768,0.40330820827914904
0.6847682119205298,0.40454885155857684
0.688907284768212,0.4075971264888733
0.6890728476821192,0.40892062438479837
0.6887417218543046,0.40916923802145266
0.6882450331125828,0.407815424444878
0.6903973509933775,0.4104090483377034
0.6899006622516556,0.4097901958902082
0.6880794701986755,0.4110387872052704
0.6875827814569536,0.4097540237480595
0.6907284768211921,0.4118219602743695
0.6905629139072847,0.40919372572884866
0.6887417218543046,0.4101556841418679
0.6894039735099338,0.4099675293125229
0.6897350993377483,0.40981418784380186
0.6937086092715232,0.41291252673315565
0.6880794701986755,0.41088919137930197
0.68841059602649,0.41135888446115193
0.68841059602649,0.4101016284598871
0.6985099337748344,0.4147761168356058
0.6902317880794702,0.41074246626795796
0.6908940397350993,0.41032394943091177
