hr,ndcg
0.09635761589403974,0.0439661545499856
0.4380794701986755,0.2403594619490529
0.44503311258278144,0.2500609581196582
0.45364238410596025,0.2521981498906788
0.46208609271523177,0.25761024395500665
0.47483443708609274,0.2661640055561395
0.4857615894039735,0.27391619473846884
0.5057947019867549,0.2857094271506699
0.515728476821192,0.2906636759715175
0.534933774834437,0.3032287244915053
0.5493377483443709,0.3105661179159012
0.562251655629139,0.31736275204986564
0.5632450331125828,0.31884821708449906
0.5788079470198676,0.3280256155715289
0.5776490066225165,0.3287597568042138
0.5824503311258278,0.33336738900440854
0.58841059602649,0.3374377810355058
0.5940397350993377,0.34042250713532823
0.597682119205298,0.34404742572188757
0.6043046357615894,0.34437678483118767
0.5995033112582782,0.3443877700862942
0.6086092715231788,0.3511721017106905
0.6165562913907284,0.3559376892488077
0.6160596026490066,0.3581044860110959
0.6178807947019868,0.36165898444847067
0.622682119205298,0.36190119150528194
0.6243377483443708,0.3639154978297423
0.6236754966887417,0.364768905784043
0.6281456953642384,0.3674705547047059
0.6352649006622516,0.37229041486195413
0.6372516556291391,0.37566733504241434
