hr,ndcg
0.12201986754966887,0.05741018290526068
0.5720198675496688,0.32027667485353384
0.6243377483443708,0.35938284147270094
0.6470198675496689,0.3742729419458394
0.6584437086092715,0.38682839974669864
0.6682119205298013,0.3942189410307464
0.6771523178807947,0.3998026532560143
0.6758278145695364,0.4020927698987913
0.6793046357615894,0.40512061089556983
0.6827814569536423,0.4069213716986433
0.6836092715231789,0.40754073695537235
0.6862582781456954,0.40926542196465565
0.6864238410596026,0.4086163103309942
0.686092715231788,0.4082947584579706
0.68841059602649,0.409770459827244
0.6870860927152318,0.40978168982767177
0.6862582781456954,0.4090811891056607
0.6892384105960265,0.41229520728903246
0.6902317880794702,0.41170634691280444
0.6862582781456954,0.4082227847282774
0.68841059602649,0.4106955709026536
0.6839403973509933,0.40979630871125605
0.686092715231788,0.40958132559479365
0.6869205298013245,0.41015601685326253
0.6859271523178808,0.4109678813279447
0.6913907284768211,0.4121725385316463
0.6885761589403974,0.4111159250146014
0.6895695364238411,0.41278951601445474
0.6912251655629139,0.412328292534658
0.6905629139072847,0.41454076353969843
0.687748344370861,0.4125999670854645
