hr,ndcg
0.10612582781456954,0.047068753642998645
0.5158940397350993,0.28565485022683934
0.5860927152317881,0.33054433195523003
0.606953642384106,0.34263323127192274
0.6349337748344371,0.3642479394947234
0.6423841059602649,0.36970135671475013
0.6408940397350993,0.37987645980879836
0.6470198675496689,0.3817949737135633
0.6582781456953642,0.3829462095589931
0.6614238410596026,0.3868207724408698
0.6658940397350993,0.38794978085433773
0.6605960264900662,0.38780371376347145
0.6667218543046357,0.39336611512385283
0.6551324503311259,0.3852784171537273
0.6645695364238411,0.39056394269197475
0.6516556291390728,0.38560694450193383
0.6730132450331126,0.3947105593363871
0.6667218543046357,0.39265558867264067
0.6743377483443709,0.40221293999725033
0.6687086092715232,0.39411130626431845
0.6745033112582781,0.3974581133911976
0.6720198675496689,0.39341240545061024
0.669205298013245,0.3945065413688088
0.6743377483443709,0.4001604012553894
0.6738410596026491,0.39605249196362613
0.6791390728476822,0.40240249595931255
0.6779801324503312,0.4029768023749169
0.6740066225165563,0.397045231776554
0.6730132450331126,0.3962117139347096
0.6743377483443709,0.3989013529430093
0.6738410596026491,0.39828768002298454
