hr,ndcg
0.10115894039735099,0.04689703482205514
0.6129139072847682,0.3474084707718478
0.6518211920529802,0.37948266985990226
0.669205298013245,0.39704613323702936
0.6824503311258279,0.4061597565397063
0.6827814569536423,0.4069901009395984
0.6859271523178808,0.4112632441398933
0.6910596026490067,0.41461409239221125
0.6882450331125828,0.413375653410694
0.6918874172185431,0.41941492213681075
0.6903973509933775,0.4138095531538938
0.6917218543046357,0.41317980755594863
0.6847682119205298,0.41576377255556474
0.6887417218543046,0.41701356374714516
0.6908940397350993,0.416234141276422
0.6842715231788079,0.41522763492553394
0.6927152317880795,0.41907558362907266
0.68658940397351,0.4154147163167338
0.6867549668874172,0.41454764348028356
0.6917218543046357,0.4185125506303911
0.6968543046357616,0.41785484568935743
0.6925496688741721,0.41773056197514685
0.6890728476821192,0.4164379037829786
0.6907284768211921,0.41887974960652746
0.6892384105960265,0.41793749214065556
0.6903973509933775,0.4170349014870757
0.6874172185430464,0.4174007415381977
0.6910596026490067,0.4146657420637015
0.6928807947019867,0.4175850751903627
0.6922185430463577,0.4171645350867094
0.6905629139072847,0.41897055488691093
