hr,ndcg
0.10380794701986755,0.04577258607923673
0.46341059602649004,0.25501007960377936
0.5119205298013245,0.2843079255342674
0.5413907284768212,0.3005204721656061
0.5493377483443709,0.3098812407633219
0.5609271523178808,0.3147438472977038
0.5716887417218544,0.32251658277964695
0.5768211920529801,0.3325911538808026
0.6003311258278146,0.3433919058556618
0.6074503311258278,0.35014393281214506
0.6096026490066225,0.3529543979533786
0.6228476821192053,0.35660856066327257
0.6201986754966887,0.3601392628932294
0.6251655629139072,0.359016287662812
0.6259933774834437,0.36309146258101527
0.627317880794702,0.36696142412423577
0.6293046357615895,0.363359786756774
0.6360927152317881,0.37000808993880685
0.6307947019867549,0.37039931722691183
0.6334437086092716,0.3707896037951853
0.6344370860927152,0.37251202261951594
0.6375827814569537,0.37037658760535375
0.6377483443708609,0.37275730350108555
0.6379139072847683,0.37359614081546266
0.6405629139072848,0.37590499849526054
0.6405629139072848,0.3750391244673445
0.6374172185430463,0.3763134930918387
0.6379139072847683,0.37598485840393
0.6360927152317881,0.3748473573713064
0.6387417218543047,0.3756965887562878
0.6410596026490066,0.3769639013148324
