hr,ndcg
0.10082781456953642,0.046198437033790646
0.5811258278145696,0.3309880997436441
0.6423841059602649,0.3761784965356306
0.6701986754966888,0.3992214082002995
0.6850993377483444,0.40989320403803653
0.6913907284768211,0.4197370400091934
0.7018211920529801,0.4264169736220214
0.6960264900662252,0.42783276280232
0.6970198675496688,0.43022775160045934
0.6903973509933775,0.4303641956417429
0.694205298013245,0.4322941085165087
0.6951986754966888,0.434176501718098
0.6932119205298013,0.43451383035899727
0.6927152317880795,0.43566300808462216
0.6913907284768211,0.4334297144750855
0.6910596026490067,0.43040106425778435
0.6834437086092715,0.42680741426865026
0.6837748344370861,0.4257125669727929
0.6771523178807947,0.4262969602224895
0.6791390728476822,0.4253693081260946
0.6786423841059602,0.42378671650288646
0.6706953642384106,0.4177046026240513
0.6793046357615894,0.42472500266644103
0.6713576158940397,0.4209535441663016
0.6660596026490067,0.4146564422382657
0.6710264900662252,0.4157203797983751
0.6682119205298013,0.4156751357207117
0.6649006622516557,0.41273107493101574
0.6574503311258278,0.4093134016471423
0.6632450331125828,0.40913130314829993
0.6586092715231788,0.406470853732818
