hr,ndcg
0.0978476821192053,0.04397328082357287
0.4316225165562914,0.22924221242656553
0.45049668874172183,0.24658069971597008
0.45711920529801325,0.2533174365437555
0.4602649006622517,0.25353751845986533
0.4685430463576159,0.2613786040357768
0.4960264900662252,0.2759918186069022
0.5026490066225165,0.28183949953862975
0.5139072847682119,0.28888794765142517
0.520364238410596,0.2936083132643688
0.5329470198675497,0.3020433358867678
0.5403973509933775,0.30913167380861634
0.5481788079470199,0.3115843984151095
0.5632450331125828,0.3180365368809367
0.573841059602649,0.32598999999881784
0.5718543046357616,0.3262660225665795
0.5922185430463576,0.34066311296264606
0.6001655629139073,0.34433231123240027
0.5970198675496688,0.34304742558828294
0.6054635761589404,0.34757437316567114
0.6049668874172185,0.3497691475870851
0.6114238410596027,0.35644324643414194
0.6114238410596027,0.35511674776682056
0.6120860927152317,0.3569913484693881
0.6187086092715232,0.36100857794254404
0.6228476821192053,0.362841336975585
0.6200331125827815,0.3616062466818871
0.6307947019867549,0.36923388758099523
0.6268211920529801,0.3657085598947141
0.6309602649006623,0.3677425125971541
0.6352649006622516,0.37103683026139966
