hr,ndcg
0.09850993377483444,0.043043584827942794
0.5380794701986755,0.30013586568849615
0.5996688741721854,0.3425148350174733
0.6307947019867549,0.36357905205639474
0.6531456953642384,0.37882048907884747
0.6629139072847682,0.39244694349630416
0.669205298013245,0.39782406020212513
0.6789735099337748,0.4040796360518492
0.6793046357615894,0.40506102073481126
0.6822847682119205,0.4060670147167127
0.6794701986754967,0.4024819130711379
0.6802980132450331,0.40576572779937675
0.6882450331125828,0.4142713633902873
0.68841059602649,0.4156399183142314
0.6940397350993377,0.41357129587085145
0.6970198675496688,0.4162375629791905
0.6955298013245033,0.41720706838744953
0.6930463576158941,0.41709086129274997
0.6895695364238411,0.41489113788681337
0.6922185430463577,0.41804723220568607
0.6880794701986755,0.4096729717431902
0.6913907284768211,0.4140664720326535
0.6870860927152318,0.4139526147536992
0.6917218543046357,0.4158237327698167
0.6932119205298013,0.41376265653882893
0.6980132450331126,0.4186233605387514
0.696523178807947,0.4171276920357042
0.6869205298013245,0.41107138960434575
0.6855960264900662,0.41217098805723557
0.6879139072847682,0.41361693263306465
0.6879139072847682,0.41361693263306465
