hr,ndcg
0.10264900662251655,0.04804741218473652
0.5392384105960265,0.2979574114306539
0.5927152317880795,0.3330190826032907
0.6258278145695364,0.35995132880977
0.65,0.3740975308889532
0.6541390728476821,0.37925489397564244
0.6720198675496689,0.39540055107404926
0.6673841059602649,0.39474896643493257
0.6768211920529801,0.39793958385883643
0.6798013245033112,0.40149101359130307
0.6794701986754967,0.404034468747555
0.6801324503311258,0.40846106782384145
0.6827814569536423,0.40557102803340983
0.6788079470198676,0.40446907374951546
0.6793046357615894,0.40197253338472466
0.6849337748344371,0.40564041137261697
0.6867549668874172,0.40758184065301095
0.6913907284768211,0.4101967254168829
0.6905629139072847,0.4094210791302679
0.6874172185430464,0.408013032587961
0.6879139072847682,0.4106223393449796
0.687251655629139,0.40990729299612805
0.6852649006622517,0.4071801096416877
0.6826158940397351,0.4039630558782284
0.6811258278145695,0.40853753227631745
0.6895695364238411,0.41050302598747757
0.6849337748344371,0.4069461341463771
0.6855960264900662,0.4071837495576251
0.6846026490066225,0.4088398061414313
0.6882450331125828,0.41209327483472513
0.6831125827814569,0.4102284341002874
