hr,ndcg
0.11440397350993377,0.0516429590068396
0.5408940397350993,0.300356108837024
0.6153973509933774,0.34634838617527497
0.6415562913907285,0.3680716378757153
0.648841059602649,0.3764083928640369
0.6605960264900662,0.3852353291896673
0.6632450331125828,0.38712868126170386
0.6713576158940397,0.3958255252665629
0.6690397350993378,0.3958798599801532
0.6688741721854304,0.39534350945177765
0.6735099337748345,0.3996131364143917
0.6778145695364238,0.40130102417258806
0.6776490066225166,0.4004098826794898
0.6743377483443709,0.39869025037318095
0.678476821192053,0.4037889057692688
0.6759933774834437,0.40197525633592185
0.6824503311258279,0.40647806401689285
0.6764900662251656,0.4043437128879677
0.676158940397351,0.4058924513643847
0.6741721854304635,0.4023450258054915
0.6728476821192053,0.4032195560553424
0.6766556291390728,0.40287985531765474
0.6811258278145695,0.4071620901257757
0.6816225165562914,0.4047319895904307
0.6791390728476822,0.404467410392181
0.6802980132450331,0.40517658159180286
0.6779801324503312,0.40440049253530963
0.6769867549668874,0.40432300851228203
0.6821192052980133,0.4052243359282892
0.6811258278145695,0.40537981495757347
0.680794701986755,0.40532095303470694
