hr,ndcg
0.09503311258278145,0.043326755899588815
0.4508278145695364,0.2440059737162967
0.48443708609271524,0.2698449113580803
0.5276490066225166,0.2960275975882388
0.5680463576158941,0.31918676969050974
0.5887417218543046,0.33588122592393754
0.6094370860927152,0.3481086541060532
0.6149006622516556,0.3572735601840266
0.6230132450331126,0.36560834346606363
0.6370860927152318,0.3742948425472248
0.6410596026490066,0.37777471000628854
0.6460264900662251,0.382434287626156
0.6475165562913907,0.38437076186806557
0.6548013245033113,0.3893641508931288
0.6581125827814569,0.3911089452976583
0.6629139072847682,0.3953154047864608
0.6647350993377483,0.3974417910005069
0.6667218543046357,0.39881305652277504
0.6731788079470199,0.4022947907681274
0.6723509933774835,0.4012960165563278
0.678476821192053,0.40652701611559006
0.6768211920529801,0.4050864169900933
0.6802980132450331,0.40950024003540425
0.6841059602649007,0.41174541433909984
0.6812913907284768,0.41106558478412736
0.6836092715231789,0.41374853110513254
0.6854304635761589,0.41279739541423865
0.6857615894039735,0.41199044317709343
0.6892384105960265,0.4161513844731923
0.6918874172185431,0.41555437722245037
0.6887417218543046,0.41619865157522506
